age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility
50,Male,Married,Post Graduate,19847,Private,27,Medium,Own,0,1,0,1804,11353,7244,17557,4693,1,9123,680,24735,91260,Vehicle,996147,47,500,Not_Eligible
43,Female,Married,Post Graduate,29788,Private,24,Small,Family,0,3,2,11442,713,9568,18930,2865,2,4482,384,143652,59277,Education,166732,8,500,Not_Eligible
55,Female,Single,High School,59894,Private,30,Large,Own,0,5,2,11360,18386,7253,2213,10267,1,7177,466,78382,63766,Education,475675,41,14703,Not_Eligible
58,Female,Single,Graduate,98370,Private,7,Medium,Rented,30339,3,0,16986,11259,734,15268,9168,0,0,356,438140,28019,Home Appliances,281878,9,16230,Not_Eligible
29,Female,Married,Graduate,82837,Private,13,Large,Family,0,4,0,7802,19701,8571,7284,4945,0,0,348,135558,97265,Personal Loan,63369,22,31828,Not_Eligible
59,Female,Single,Graduate,49659,Self-employed,27,Medium,Own,0,3,1,6958,4870,4432,20237,1269,1,9458,444,317248,94945,Home Appliances,48137,20,3031,Not_Eligible
47,Female,Married,Graduate,80000,Government,33,Large,Own,0,3,2,1632,24849,582,28076,1178,0,0,569,63771,76030,Personal Loan,663161,21,23914,Not_Eligible
47,Male,Married,Graduate,76773,Self-employed,36,Small,Own,0,2,1,11338,12600,6001,16863,14185,0,0,379,220857,197123,Education,228502,29,17058,Not_Eligible
28,Female,Single,Graduate,112064,Private,3,Medium,Own,0,2,3,12962,12622,2118,18917,5175,0,0,351,467049,22611,Education,192797,25,44408,Not_Eligible
47,Female,Married,Graduate,119107,Government,16,Medium,Own,0,2,1,5614,24113,4452,20689,1609,1,13510,783,321719,182058,Personal Loan,610774,58,38517,Eligible
51,Female,Married,Graduate,178379,Private,0,Large,Rented,26971,5,0,14624,16448,4975,28028,10673,1,13924,583,144159,173346,Home Appliances,106856,8,40692,Not_Eligible
45,Male,Married,Graduate,164254,Private,33,Small,Own,0,3,0,18761,40,1205,3069,13050,1,2232,694,373835,4452,E-commerce,175019,15,50000,High_Risk
28,Male,Married,Post Graduate,69082,Self-employed,5,Medium,Family,0,5,1,3483,17357,8580,10683,1829,1,9890,700,250586,140255,Vehicle,750349,64,16998,High_Risk
43,Female,Married,Post Graduate,181994,Private,33,Medium,Rented,35046,2,1,11454,19378,5348,9514,14174,2,23652,355,117552,41839,E-commerce,196428,5,40502,Not_Eligible
58,Female,Married,Graduate,111343,Self-employed,6,Small,Own,0,2,2,13889,9361,9669,22064,10870,0,0,641,498268,8261,Vehicle,1302072,58,32529,High_Risk
51,Female,Married,Post Graduate,49720,Government,0,Large,Own,0,6,1,369,5423,4916,14541,3780,1,9448,774,468794,172202,Education,313419,43,4963,Not_Eligible
29,Male,Married,Post Graduate,77926,Private,36,Small,Family,0,6,0,3581,1614,6151,23617,11632,1,13789,546,283321,23157,E-commerce,67792,20,5006,Not_Eligible
59,Male,Married,High School,152226,Private,17,Small,Own,0,3,0,7913,25387,8218,15227,6299,0,0,774,16589,59778,Education,306745,46,50000,Eligible
59,Female,Single,Graduate,167028,Private,17,Medium,Family,0,2,2,2748,126,2515,29320,9530,0,0,821,205748,19302,Vehicle,744180,64,50000,Eligible
31,Male,Single,Graduate,84213,Self-employed,26,Medium,Rented,33425,5,1,7110,17504,9136,23476,1903,0,0,601,256981,28390,E-commerce,104492,11,500,Not_Eligible
53,Female,Single,Post Graduate,44156,Government,11,Small,Own,0,1,2,2947,25084,2253,2508,3663,0,0,356,464897,12348,Personal Loan,406679,57,18830,Not_Eligible
39,Male,Married,Graduate,50499,Private,28,Small,Family,0,3,3,17933,10564,9962,29677,11602,0,0,640,366497,168471,E-commerce,169190,7,500,Not_Eligible
46,Male,Married,Graduate,34149,Private,17,Small,Family,0,4,1,11982,6007,6575,28663,12080,0,0,784,111249,11811,Personal Loan,872339,40,500,Not_Eligible
41,Female,Married,Graduate,144267,Private,11,Medium,Own,0,5,2,6583,21449,5428,3215,163,0,0,619,255011,151849,Vehicle,227919,67,50000,High_Risk
53,Male,Single,Graduate,108054,Private,16,Large,Own,0,1,3,15576,18908,2495,12964,3216,2,14682,740,89750,31422,Personal Loan,204182,54,37160,Eligible
60,Female,Married,Post Graduate,98469,Private,0,Medium,Own,0,1,0,368,446,5906,29176,9113,2,16626,594,236920,182981,Home Appliances,147257,34,12567,Not_Eligible
53,Female,Married,Graduate,139299,Government,12,Small,Rented,29157,2,2,11938,17312,5754,25464,13588,1,7750,531,267682,169574,E-commerce,101791,4,20808,Not_Eligible
58,Female,Single,Post Graduate,168304,Private,24,Medium,Family,0,1,1,13669,11,9846,15112,10115,0,0,821,254893,125889,Home Appliances,234674,28,50000,Eligible
59,Male,Married,Professional,162172,Government,5,Large,Family,0,4,2,16187,11989,8431,17252,10600,2,23538,384,213651,165647,Personal Loan,337231,22,48941,Not_Eligible
28,Male,Married,Post Graduate,40371,Private,4,Medium,Own,0,6,2,4445,9121,5087,2830,5829,0,0,546,218625,59667,Education,438714,39,12985,Not_Eligible
34,Female,Married,High School,124081,Private,26,Small,Rented,26453,2,0,11830,25005,4203,17810,820,0,0,385,398493,156630,Home Appliances,103400,27,34985,Not_Eligible
50,Male,Single,Post Graduate,178265,Private,17,Small,Own,0,3,0,15354,29319,4177,20658,11489,1,4013,660,252933,44316,Home Appliances,87423,11,50000,High_Risk
46,Male,Married,High School,158162,Self-employed,5,Large,Rented,16894,2,0,15947,20952,4095,12062,11990,1,3464,807,21005,122941,Education,348762,41,50000,Eligible
26,Male,Married,Graduate,75941,Private,30,Large,Own,0,1,0,3513,22033,629,10589,6649,0,0,849,370414,183880,Home Appliances,277230,20,30020,Eligible
28,Female,Married,Post Graduate,87651,Private,31,Small,Own,0,5,0,19531,682,843,25198,7597,2,3628,428,308863,144699,Home Appliances,60149,22,22998,Not_Eligible
43,Male,Married,Graduate,179687,Private,1,Large,Rented,8673,2,2,5479,1919,7639,14563,3525,0,0,700,347845,53919,Education,356375,47,50000,High_Risk
47,Male,Married,Graduate,21080,Government,8,Small,Own,0,4,3,7819,23301,2914,9392,6790,0,0,781,355340,147696,Vehicle,239288,59,500,Not_Eligible
31,Female,Single,Graduate,112203,Private,15,Small,Family,0,5,1,3841,12847,4407,12495,3629,1,5572,759,86596,176664,Vehicle,807500,54,44561,Eligible
31,Male,Married,Post Graduate,36478,Private,29,Medium,Rented,12094,6,3,2998,15210,7133,15783,6308,1,4520,577,485959,177863,Vehicle,211598,13,500,Not_Eligible
29,Female,Married,Post Graduate,180499,Government,3,Medium,Own,0,2,2,5109,20760,6271,9266,2010,2,7790,396,495197,147835,Personal Loan,626179,21,50000,Not_Eligible
45,Female,Married,Graduate,22163,Government,33,Medium,Own,0,4,3,2708,10410,3924,17685,9100,0,0,554,72881,146469,Home Appliances,191907,6,500,Not_Eligible
25,Female,Single,Post Graduate,19327,Private,13,Large,Rented,36375,6,2,14656,20456,7648,26115,3713,1,11070,727,109469,156968,Personal Loan,811227,28,500,Not_Eligible
45,Female,Married,Graduate,75854,Private,5,Large,Own,0,3,0,11950,21807,2003,22791,10869,0,0,641,123121,147292,Home Appliances,146330,16,17514,High_Risk
42,Male,Married,High School,52030,Private,35,Small,Own,0,1,2,7800,7211,4990,8477,7766,0,0,513,483226,26748,Vehicle,674054,50,14273,Not_Eligible
41,Male,Single,Graduate,106666,Private,3,Medium,Rented,27003,2,2,10942,20582,1504,15206,13440,1,4347,418,466222,160817,E-commerce,132659,18,16682,Not_Eligible
49,Male,Married,Professional,70420,Private,5,Medium,Rented,45103,5,2,12084,5082,5550,17224,3317,2,15150,659,132507,35994,E-commerce,198132,6,500,Not_Eligible
43,Male,Single,Graduate,80919,Private,38,Medium,Family,0,5,3,3684,9317,1403,21048,4094,0,0,536,315315,111271,Vehicle,1317765,55,26733,Not_Eligible
51,Female,Married,Graduate,119511,Private,21,Large,Own,0,2,0,5939,23405,9445,23180,3645,2,24400,560,121728,67891,E-commerce,68819,23,24457,Not_Eligible
52,Female,Married,High School,118711,Private,18,Medium,Own,0,2,2,17642,29492,6762,15588,9462,1,4122,817,19024,42605,Education,368092,13,41324,Eligible
58,Female,Single,Post Graduate,187963,Private,28,Small,Own,0,2,3,241,1938,2832,10821,1602,1,6634,305,115160,56384,Education,128658,34,50000,Not_Eligible
53,Female,Married,Graduate,103913,Private,25,Small,Family,0,2,0,19135,19461,6320,20461,10295,2,17280,431,38672,16908,Home Appliances,224307,7,20142,Not_Eligible
43,Female,Single,Graduate,119383,Private,25,Large,Own,0,5,1,19286,17093,3825,5521,12286,0,0,806,423871,87931,Home Appliances,195881,22,50000,Eligible
42,Male,Married,Professional,140420,Private,0,Large,Family,0,6,3,5064,18173,5426,20876,10122,0,0,807,392721,83809,Vehicle,1456633,66,50000,Eligible
33,Male,Married,High School,47233,Self-employed,22,Small,Own,0,1,0,6414,23604,2089,27097,2020,2,24386,466,92154,80686,Home Appliances,274591,7,500,Not_Eligible
46,Female,Married,Graduate,138388,Private,11,Small,Own,0,5,0,4137,2096,5253,21865,7395,0,0,847,283737,18337,Education,393905,20,50000,Eligible
30,Male,Single,Graduate,174454,Private,33,Medium,Own,0,5,3,11213,22178,1514,14142,8002,2,14792,416,102576,121361,E-commerce,115135,22,50000,Not_Eligible
58,Female,Single,Post Graduate,73842,Private,20,Small,Own,0,4,0,4278,8379,1954,25053,5865,2,28652,328,282708,33860,Vehicle,1315293,28,500,Not_Eligible
55,Female,Married,Graduate,47993,Private,5,Small,Own,0,6,2,15814,4628,6048,16902,6995,2,29490,469,447986,171183,E-commerce,55617,18,500,Not_Eligible
29,Female,Married,Graduate,79050,Private,36,Large,Rented,39654,1,3,7748,13409,5256,17140,11436,1,14936,592,439933,4768,Education,445136,32,500,Not_Eligible
53,Female,Married,High School,65882,Private,11,Large,Own,0,5,1,19349,810,3289,25860,12519,1,1230,303,416536,11053,E-commerce,20374,6,6865,Not_Eligible
29,Female,Single,Post Graduate,123252,Self-employed,11,Large,Own,0,1,1,17065,18919,1069,7411,4500,2,25448,394,120549,60041,Vehicle,1144188,66,42121,Not_Eligible
50,Female,Single,Post Graduate,174792,Private,38,Medium,Rented,21188,6,1,8026,16956,4523,23834,4947,0,0,735,95373,81577,Education,453422,28,50000,Eligible
28,Female,Married,High School,125340,Private,31,Small,Rented,42052,3,1,11919,15383,9296,21030,3121,0,0,642,80215,194000,Vehicle,687192,20,17341,Not_Eligible
42,Male,Single,Graduate,38219,Private,35,Large,Own,0,1,1,487,917,7227,16813,6027,1,11494,633,63562,105061,E-commerce,158573,23,500,Not_Eligible
48,Male,Single,Post Graduate,73219,Private,27,Small,Own,0,5,2,1351,22891,1051,4159,8187,1,6125,845,306903,75786,E-commerce,18602,13,27337,Eligible
51,Female,Married,High School,142523,Self-employed,37,Small,Family,0,5,3,10121,1055,9410,23441,10704,2,22328,425,329222,167522,Personal Loan,387513,48,33694,Not_Eligible
40,Female,Single,Graduate,76109,Private,4,Large,Own,0,3,3,9460,7877,4523,8130,4014,2,18234,794,441212,48178,E-commerce,155075,7,18190,Not_Eligible
58,Female,Married,Graduate,123482,Government,24,Medium,Family,0,2,3,7966,11877,5970,27074,3245,1,12641,495,45168,179401,Home Appliances,286564,10,34898,Not_Eligible
52,Female,Single,Graduate,143399,Government,12,Large,Own,0,1,0,1806,21065,505,24181,498,0,0,809,132625,80690,Personal Loan,792135,48,50000,Eligible
32,Female,Married,Graduate,75896,Private,16,Small,Rented,42587,6,1,16798,12232,3446,12182,1408,0,0,731,363976,62543,Home Appliances,65448,26,765,Not_Eligible
49,Female,Married,Graduate,134771,Private,9,Large,Family,0,2,3,8124,24498,7969,14182,773,2,23962,417,340647,60268,Education,171680,17,42651,Not_Eligible
51,Female,Married,High School,88651,Private,8,Medium,Rented,24766,6,2,9400,28032,3641,2714,3110,1,12674,415,213715,1938,Personal Loan,132197,48,16811,Not_Eligible
37,Male,Single,Graduate,39984,Self-employed,18,Medium,Own,0,4,1,8070,22952,2078,15945,10425,1,3405,598,76189,134776,E-commerce,163438,14,500,Not_Eligible
51,Male,Married,Post Graduate,83854,Private,37,Large,Own,0,5,1,9947,1167,1361,3622,11613,1,13093,577,242103,115459,Education,399168,20,26175,Not_Eligible
57,Male,Married,Graduate,96593,Private,26,Small,Own,0,5,0,12967,23126,9287,29648,14598,2,8066,429,85954,126893,Education,304314,39,10972,Not_Eligible
54,Male,Single,High School,15441,Government,14,Medium,Own,0,6,1,15280,6186,8222,19924,8176,0,0,443,267762,130365,Home Appliances,140626,25,500,Not_Eligible
52,Female,Single,Post Graduate,180151,Government,17,Medium,Own,0,1,1,10989,26656,917,8585,6820,0,0,795,450755,5468,Home Appliances,60623,21,50000,Eligible
47,Male,Single,High School,112660,Private,21,Medium,Rented,6971,6,1,3319,29360,9290,24504,13491,2,8260,715,97844,175531,Home Appliances,258251,29,19328,Eligible
34,Male,Married,Post Graduate,21716,Private,10,Large,Rented,42816,1,2,17495,2525,8298,2547,2206,1,9525,405,58982,102265,Vehicle,506186,51,500,Not_Eligible
53,Male,Married,Graduate,175579,Government,21,Medium,Rented,44284,6,1,5692,2958,3919,17381,9454,2,17214,699,368816,138284,Vehicle,959930,80,33747,High_Risk
38,Female,Married,Post Graduate,173206,Private,28,Small,Rented,29131,2,0,325,20916,6738,5118,12272,0,0,384,12172,7239,Education,422978,41,50000,Not_Eligible
44,Female,Married,Graduate,17229,Self-employed,9,Small,Own,0,6,3,780,4299,2950,3524,7538,0,0,545,491702,152209,Personal Loan,765129,29,500,Not_Eligible
36,Male,Married,High School,45188,Private,23,Large,Own,0,1,1,15480,29061,2872,8846,3921,2,2094,306,387470,135473,Education,219655,25,12892,Not_Eligible
36,Female,Married,Graduate,82302,Private,29,Large,Own,0,3,1,7739,16209,7288,10242,9313,2,19296,657,201687,73686,Home Appliances,139284,35,13791,High_Risk
30,Female,Married,High School,108841,Government,21,Large,Own,0,4,2,453,17210,2423,22326,14935,0,0,400,181255,187162,Vehicle,1322990,77,33172,Not_Eligible
59,Female,Married,Graduate,149266,Private,11,Small,Rented,34676,6,2,16229,25809,3874,26943,3539,2,16242,430,193430,130136,E-commerce,125434,7,23897,Not_Eligible
30,Female,Single,Post Graduate,93502,Private,22,Small,Rented,11565,1,2,6086,6519,3898,23723,8449,0,0,404,198329,181498,Home Appliances,60245,14,19016,Not_Eligible
28,Female,Married,Post Graduate,128168,Private,32,Medium,Own,0,1,0,19560,16673,1927,22717,761,0,0,401,419776,164323,Vehicle,1004427,38,50000,Not_Eligible
58,Male,Married,High School,16873,Private,9,Medium,Family,0,4,2,17594,29963,8370,17834,3489,2,24188,342,399929,41142,E-commerce,134486,22,500,Not_Eligible
44,Female,Single,Post Graduate,136830,Government,23,Small,Own,0,1,0,963,662,6902,12393,11506,0,0,605,102291,199295,Education,200476,45,50000,High_Risk
40,Male,Married,Post Graduate,184349,Private,27,Medium,Rented,48075,5,3,13808,5240,8689,9141,7440,0,0,778,89968,148529,Home Appliances,163340,30,50000,Eligible
51,Male,Single,Post Graduate,112349,Private,13,Small,Own,0,1,1,12064,4382,5477,28483,2988,0,0,466,270277,37942,E-commerce,21363,9,37051,Not_Eligible
38,Female,Married,Graduate,99161,Private,15,Medium,Family,0,6,1,3440,10067,2165,16609,5031,1,1679,729,325164,158613,Personal Loan,934340,55,37691,Eligible
29,Female,Married,Graduate,69967,Self-employed,36,Small,Own,0,4,1,6861,3897,3155,17802,1814,0,0,599,363587,85800,E-commerce,118482,3,23241,Not_Eligible
51,Female,Married,Graduate,191540,Private,14,Small,Rented,20773,6,1,9816,5162,3858,2418,11692,0,0,440,156764,172874,Home Appliances,36726,19,50000,Not_Eligible
31,Male,Single,Graduate,21142,Self-employed,24,Small,Rented,29471,1,2,2922,25581,9449,14824,14143,0,0,333,241229,34661,E-commerce,180624,11,500,Not_Eligible
44,Male,Single,Post Graduate,68047,Self-employed,6,Large,Own,0,2,1,14438,13935,2756,21091,1587,1,9283,731,52134,51919,Personal Loan,889870,38,13804,Not_Eligible
59,Male,Single,High School,40661,Private,37,Medium,Family,0,3,0,5546,10741,7084,15863,3569,1,12317,312,227871,69525,Education,110662,30,500,Not_Eligible
58,Female,Single,Graduate,175261,Government,24,Large,Own,0,1,2,18747,12566,1665,19200,12855,0,0,532,343748,90167,E-commerce,79220,7,50000,Not_Eligible
37,Female,Single,High School,104282,Private,31,Medium,Own,0,1,1,16034,29119,9582,24672,13180,1,7083,318,152207,126262,Vehicle,1038669,26,20236,Not_Eligible
53,Female,Single,Post Graduate,185642,Private,24,Medium,Own,0,2,0,12687,14737,6641,2610,11510,1,9292,727,159332,44301,Vehicle,1365794,70,50000,Eligible
47,Female,Married,Graduate,138054,Private,14,Small,Family,0,5,3,2395,14069,4591,27323,10726,1,9077,845,231139,141116,Personal Loan,792949,15,41108,Not_Eligible
42,Male,Single,Graduate,118014,Government,13,Medium,Own,0,5,1,493,27840,3786,24877,12921,1,14292,477,433302,4861,Home Appliances,288998,21,26974,Not_Eligible
30,Male,Single,Post Graduate,110732,Government,28,Small,Family,0,1,2,2918,1118,3868,13757,5602,0,0,472,302055,66202,Vehicle,1120789,25,45751,Not_Eligible
38,Male,Married,Professional,52495,Government,35,Medium,Own,0,1,0,9994,14350,2641,23376,13425,1,5401,611,459518,131803,Vehicle,1170658,35,500,Not_Eligible
48,Male,Married,High School,118979,Self-employed,5,Large,Own,0,4,1,15625,22447,6198,3862,13300,2,26836,576,30835,52980,E-commerce,144347,9,31491,Not_Eligible
60,Male,Married,Post Graduate,141771,Private,34,Large,Own,0,3,1,3059,15439,8727,10630,3446,0,0,510,424526,86293,Vehicle,1403957,63,50000,Not_Eligible
25,Male,Married,Post Graduate,193589,Government,34,Small,Own,0,5,0,14148,26047,2791,5017,1095,0,0,501,21880,121212,Vehicle,722237,45,50000,Not_Eligible
50,Male,Married,High School,116561,Self-employed,4,Medium,Family,0,2,3,955,26601,7609,19791,7815,0,0,403,161176,49623,Education,50117,18,40623,Not_Eligible
55,Female,Married,Post Graduate,188685,Private,4,Small,Own,0,3,1,5312,10088,5879,25973,11375,2,24650,438,213288,192869,Vehicle,1200720,72,50000,Not_Eligible
59,Male,Married,Graduate,189738,Private,28,Small,Own,0,2,2,11970,24533,7851,18842,12749,2,5010,622,118291,169421,Education,499863,9,50000,Not_Eligible
40,Male,Married,Graduate,111672,Private,34,Medium,Own,0,2,2,16568,7319,7813,21924,2137,2,7760,704,494646,194206,Home Appliances,90206,29,34792,Eligible
29,Male,Married,Graduate,96265,Self-employed,16,Medium,Own,0,5,1,15539,7191,872,6009,5661,0,0,713,446401,99136,Personal Loan,393278,24,45129,Eligible
34,Male,Single,Graduate,41400,Private,26,Medium,Own,0,3,2,10653,29325,701,28153,11518,1,2726,584,285620,68680,Education,176618,45,500,Not_Eligible
55,Female,Married,High School,64675,Government,40,Small,Own,0,4,2,721,387,9194,7411,906,0,0,714,226473,198932,E-commerce,172998,3,23960,Not_Eligible
56,Male,Single,High School,177633,Private,13,Large,Own,0,1,0,5868,10594,1976,16737,10844,2,9226,626,380879,145699,Vehicle,1273621,52,50000,High_Risk
47,Male,Married,High School,40583,Private,9,Large,Own,0,4,2,15672,18885,5960,21130,4374,1,7811,496,353870,158672,Education,430015,32,500,Not_Eligible
29,Male,Single,Graduate,88456,Private,40,Medium,Own,0,3,0,1624,12405,7655,25986,336,1,2797,494,240316,36540,Vehicle,1057469,54,23793,Not_Eligible
29,Female,Single,Graduate,144247,Private,11,Large,Rented,5639,6,1,14128,25346,5286,28140,3629,1,3147,585,413582,173843,Education,380589,41,48689,Not_Eligible
42,Female,Single,Graduate,59515,Self-employed,19,Small,Own,0,3,1,14079,7547,558,18764,11128,2,11488,469,96468,105627,Vehicle,801714,20,3971,Not_Eligible
46,Male,Married,Graduate,195211,Private,18,Medium,Own,0,1,1,15040,16586,600,18136,13051,2,18768,720,138843,154667,Education,91888,23,50000,Eligible
26,Male,Single,Graduate,135155,Self-employed,21,Large,Own,0,5,0,4344,3755,6861,13680,1219,2,17244,402,8820,165005,Personal Loan,499694,54,48384,Not_Eligible
49,Male,Married,Graduate,20243,Private,11,Large,Own,0,1,2,4894,6335,9028,17899,6958,1,12175,330,59548,21185,Vehicle,127059,76,500,Not_Eligible
44,Male,Married,Post Graduate,60727,Self-employed,27,Large,Own,0,6,1,3970,5206,3762,20896,3017,2,29462,570,99390,19815,Home Appliances,35437,21,500,Not_Eligible
25,Female,Single,Graduate,151983,Private,28,Medium,Family,0,3,0,7872,22241,5667,20107,10253,2,2924,339,312414,13005,E-commerce,90312,15,50000,Not_Eligible
28,Female,Married,Post Graduate,174691,Private,8,Large,Own,0,5,0,10479,6081,9371,18585,11711,1,10636,405,427760,128588,Home Appliances,31895,29,50000,Not_Eligible
41,Female,Single,High School,186483,Private,19,Medium,Own,0,4,2,2395,20086,8339,14336,14432,2,6584,507,295096,183016,Personal Loan,177614,50,50000,Not_Eligible
51,Male,Single,Post Graduate,172467,Private,2,Small,Own,0,3,2,11348,10369,5635,7481,5324,2,12092,302,222704,6022,Vehicle,884932,76,50000,Not_Eligible
54,Male,Married,Professional,28834,Private,9,Small,Own,0,4,2,4778,16951,6728,3516,4488,2,11592,423,135100,27639,Home Appliances,294061,32,500,Not_Eligible
40,Male,Married,Post Graduate,149992,Government,40,Medium,Own,0,2,2,11243,26217,9633,13782,4647,0,0,600,50714,97183,Vehicle,722011,42,50000,Not_Eligible
35,Male,Single,Graduate,35381,Private,20,Medium,Own,0,1,3,6056,25900,8069,13102,11418,2,9162,506,292353,78245,Home Appliances,205634,26,500,Not_Eligible
59,Female,Married,Graduate,29162,Private,25,Medium,Own,0,5,3,19093,337,4451,19026,6676,1,13525,793,70416,20600,Education,405624,26,500,Not_Eligible
41,Male,Single,Graduate,143012,Private,36,Large,Rented,49994,6,3,6389,23528,7083,27207,341,0,0,351,395179,121982,Home Appliances,149547,9,20849,Not_Eligible
36,Male,Married,Graduate,103461,Private,29,Medium,Own,0,6,3,17427,28670,3625,21643,14215,1,12411,696,204430,181088,Vehicle,319890,71,21612,High_Risk
40,Female,Married,Post Graduate,134873,Private,32,Small,Rented,39621,2,3,3500,20039,9250,24539,1561,2,28654,626,175005,42379,Vehicle,1484667,55,2991,Not_Eligible
25,Male,Married,Professional,172525,Private,29,Medium,Own,0,3,1,1698,5616,1388,18187,13923,2,16298,654,13326,566,Personal Loan,376999,14,50000,High_Risk
35,Male,Married,Graduate,27733,Government,20,Medium,Own,0,3,2,3774,19943,2642,27968,2428,2,4832,670,121159,45057,Home Appliances,32135,26,500,Not_Eligible
43,Male,Single,High School,112593,Self-employed,25,Medium,Own,0,5,2,8387,19084,3787,28308,8072,2,21640,328,6677,36920,E-commerce,131937,9,19787,Not_Eligible
58,Male,Married,Graduate,169369,Private,11,Medium,Own,0,4,0,18030,19866,2420,6279,4686,1,6926,736,362501,93248,Personal Loan,229320,15,50000,Eligible
51,Male,Married,High School,96454,Private,36,Medium,Family,0,5,2,3525,12865,6153,19900,10302,2,11474,482,244938,21463,Vehicle,1048991,56,20533,Not_Eligible
53,Male,Married,Graduate,111833,Private,7,Medium,Own,0,6,2,15678,15755,7269,16167,6045,0,0,658,392936,72179,Personal Loan,366613,47,41989,High_Risk
44,Male,Single,Graduate,107103,Private,36,Medium,Own,0,3,2,13938,19556,8960,29217,5510,0,0,461,282618,23889,Vehicle,1280251,49,29396,Not_Eligible
28,Male,Married,Post Graduate,182832,Private,36,Large,Family,0,4,3,6889,13918,5263,18372,7155,0,0,518,477145,135315,Vehicle,452620,12,50000,Not_Eligible
39,Male,Married,High School,24230,Self-employed,5,Small,Own,0,4,2,6728,23207,6403,2446,14563,2,29712,685,391893,93839,Education,407954,30,500,Not_Eligible
60,Female,Single,High School,177429,Private,29,Medium,Own,0,6,3,18953,21288,6192,7878,3680,1,4899,815,73793,15015,E-commerce,76013,3,50000,Eligible
26,Male,Single,High School,166031,Private,40,Medium,Rented,41408,3,3,14293,9093,532,5626,3296,2,14842,783,58304,8741,E-commerce,164667,23,46984,Eligible
56,Female,Married,Post Graduate,165314,Government,23,Small,Rented,5615,2,3,4778,18315,7231,7627,993,1,11007,700,444632,97752,Education,266549,17,50000,High_Risk
49,Female,Married,Graduate,91273,Private,13,Medium,Own,0,3,1,18238,22696,720,4682,11080,1,4093,596,134555,118359,Education,328891,43,36710,Not_Eligible
35,Male,Single,High School,110441,Government,36,Medium,Rented,48173,4,0,8136,14699,5701,23897,10163,2,19300,590,382550,34852,Vehicle,913944,12,500,Not_Eligible
53,Female,Married,High School,83262,Private,21,Medium,Own,0,6,1,1593,21450,9999,15836,9132,1,13538,832,314288,64704,Vehicle,357059,19,12673,Not_Eligible
55,Male,Married,Graduate,61566,Private,4,Medium,Rented,30902,5,2,16271,3799,7983,20812,354,1,12380,413,350950,121345,Vehicle,663930,44,500,Not_Eligible
26,Male,Married,Graduate,176956,Self-employed,10,Small,Own,0,1,3,17375,11587,5312,29998,11859,0,0,825,133393,94236,Education,290970,38,50000,Eligible
28,Male,Married,Graduate,108605,Government,27,Small,Rented,31512,4,3,8858,21058,3529,20121,12142,1,6671,657,156527,23242,Vehicle,239581,80,9036,High_Risk
48,Male,Married,Graduate,148819,Self-employed,18,Small,Rented,28431,1,2,14079,26854,8454,15418,14176,0,0,639,277423,78254,Personal Loan,300392,37,36803,High_Risk
60,Male,Married,Post Graduate,33650,Private,8,Medium,Family,0,3,2,4692,19380,8661,9475,13938,0,0,626,11096,39526,Home Appliances,79038,17,500,Not_Eligible
25,Male,Married,Graduate,160952,Government,32,Medium,Own,0,6,3,17008,19910,3996,23126,3947,0,0,747,155823,185348,Home Appliances,253134,7,50000,Eligible
48,Female,Married,Graduate,136887,Private,4,Large,Family,0,6,2,7371,10267,1523,16190,10656,0,0,676,253775,160778,Personal Loan,509043,40,50000,High_Risk
29,Male,Married,High School,199558,Private,8,Medium,Own,0,1,0,5346,21028,6031,23194,6040,0,0,352,102231,62405,Home Appliances,179580,17,50000,Not_Eligible
48,Female,Married,Professional,39785,Private,19,Small,Rented,38177,1,2,10014,10690,6523,2645,8940,0,0,730,142884,47033,E-commerce,81785,23,500,Not_Eligible
47,Female,Married,Professional,114908,Private,1,Small,Own,0,5,1,5344,1561,9374,6567,4987,0,0,701,491768,26928,E-commerce,55786,13,49698,Eligible
28,Female,Single,Post Graduate,109567,Private,15,Small,Own,0,3,2,12413,7401,8957,5638,9855,2,27762,804,144910,147413,Education,213913,38,24809,Eligible
49,Male,Married,Graduate,114604,Private,37,Medium,Rented,12218,3,2,14954,18336,2676,21079,14292,0,0,815,451210,183650,Home Appliances,245642,32,28992,Eligible
57,Female,Married,Graduate,25060,Government,38,Small,Family,0,6,1,8112,28858,2900,16511,9783,1,4765,822,463570,54612,E-commerce,26139,5,500,Not_Eligible
56,Female,Married,Post Graduate,102528,Government,35,Medium,Own,0,6,1,15669,14874,9972,10875,13813,0,0,323,336944,127955,Education,218940,24,33153,Not_Eligible
26,Female,Married,Post Graduate,70410,Self-employed,13,Medium,Own,0,6,0,8626,25806,3605,10671,13976,2,29592,647,76484,47005,Education,78357,44,500,Not_Eligible
33,Male,Married,Graduate,129210,Private,2,Medium,Own,0,5,1,19405,23341,4855,18991,1783,0,0,814,102843,183405,Vehicle,1353739,42,50000,Eligible
33,Female,Married,Graduate,57935,Self-employed,33,Small,Own,0,6,3,5279,16832,3402,29039,14465,2,24860,832,467117,59831,Personal Loan,780974,39,500,Not_Eligible
